TRANSACTION_ID,SITE_ID,PRODUCT_KEY,TRANSACTION_DATE,GRAIN,TOTAL_PRICE
TRX-656087,SI007,10,20240628,47,145700.0
TRX-890057,SI006,7,20241025,51,5253.0
TRX-795982,SI001,11,20240218,13,311870.0
TRX-132728,SI004,17,20240715,94,816860.0
TRX-798957,SI002,4,20240910,45,404550.0
TRX-749478,SI007,15,20240706,30,10470.0
TRX-676641,SI003,11,20240411,48,1151520.0
TRX-258115,SI004,11,20240614,96,2303040.0
TRX-488655,SI005,17,20240327,13,112970.0
TRX-369123,SI005,2,20231227,68,1631320.0
TRX-738304,SI008,12,20240325,80,479200.0
TRX-647996,SI010,9,20240910,70,1595300.0
TRX-198786,SI002,16,20240725,13,3503.5
TRX-343554,SI003,6,20240112,63,1130850.0
TRX-301649,SI009,13,20240712,80,59920.0
TRX-175264,SI005,7,20240815,15,1545.0
TRX-900499,SI004,7,20240629,31,3193.0
TRX-589421,SI003,2,20241106,65,1559350.0
TRX-633707,SI007,8,20240903,94,845060.0
TRX-439810,SI008,15,20240820,83,28967.0
TRX-195085,SI008,5,20240105,51,838950.0
TRX-974593,SI003,1,20240823,19,2033.0
TRX-330906,SI009,17,20240627,10,86900.0
TRX-111081,SI006,4,20240508,2,17980.0
TRX-326393,SI010,5,20241113,31,509950.0
TRX-562260,SI007,11,20240212,17,407830.0
TRX-156831,SI010,8,20240427,38,341620.0
TRX-724688,SI009,2,20241109,73,1751270.0
TRX-588267,SI009,1,20240414,21,2247.0
TRX-242277,SI007,16,20240303,45,12127.5
TRX-572888,SI007,15,20241007,38,13262.0
TRX-163782,SI004,3,20240929,24,527760.0
TRX-274343,SI002,4,20240128,57,512430.0
TRX-596820,SI008,12,20241027,19,113810.0
TRX-191870,SI010,7,20241104,88,9064.0
TRX-707913,SI003,10,20241005,38,117800.0
TRX-351169,SI010,13,20240504,49,36701.0
TRX-497535,SI009,8,20240325,54,485460.0
TRX-901078,SI002,14,20240527,38,470820.0
TRX-234782,SI001,11,20240127,54,1295460.0
TRX-899571,SI009,5,20240428,89,1464050.0
TRX-146009,SI005,13,20241024,15,11235.0
TRX-535747,SI006,9,20240124,71,1618090.0
TRX-709118,SI002,14,20241013,43,532770.0
TRX-411917,SI003,13,20240211,4,2996.0
TRX-195355,SI009,11,20231230,57,1367430.0
TRX-942371,SI004,7,20240203,79,8137.0
TRX-583542,SI010,2,20240713,49,1175510.0
TRX-887522,SI006,14,20240218,49,607110.0
TRX-722494,SI003,3,20240331,42,923580.0
TRX-549488,SI006,10,20240331,65,201500.0
TRX-817029,SI001,2,20240703,39,935610.0
TRX-883610,SI010,12,20240111,40,239600.0
TRX-892809,SI007,17,20240921,21,182490.0
TRX-370062,SI009,2,20240221,56,1343440.0
TRX-433960,SI002,11,20240226,11,263890.0
TRX-279324,SI005,15,20240717,26,9074.0
TRX-301283,SI010,3,20240709,52,1143480.0
TRX-414610,SI007,17,20240516,1,8690.0
TRX-825918,SI007,8,20240211,89,800110.0
TRX-255732,SI001,3,20240729,30,659700.0
TRX-406785,SI010,12,20240706,88,527120.0
TRX-275300,SI006,16,20240626,29,7815.5
TRX-413625,SI004,5,20240912,82,1348900.0
TRX-572423,SI004,5,20231209,58,954100.0
TRX-562844,SI009,4,20240728,39,350610.0
TRX-917035,SI010,3,20231229,62,1363380.0
TRX-404231,SI004,6,20240915,38,682100.0
TRX-728758,SI004,12,20240608,44,263560.0
TRX-557375,SI009,8,20240405,47,422530.0
TRX-168691,SI006,8,20240529,80,719200.0
TRX-244094,SI006,1,20241009,19,2033.0
TRX-482164,SI007,17,20231127,35,304150.0
TRX-924007,SI002,8,20240822,96,863040.0
TRX-514522,SI008,7,20240323,69,7107.0
TRX-411552,SI005,5,20240629,85,1398250.0
TRX-595169,SI001,15,20240828,73,25477.0
TRX-366517,SI008,11,20240602,90,2159100.0
TRX-919661,SI010,2,20241020,78,1871220.0
TRX-829663,SI010,6,20240222,77,1382150.0
TRX-388714,SI005,17,20240117,15,130350.0
TRX-353342,SI006,5,20240305,95,1562750.0
TRX-130788,SI010,11,20240710,49,1175510.0
TRX-381931,SI008,7,20240824,57,5871.0
TRX-362401,SI005,7,20240524,36,3708.0
TRX-705913,SI005,1,20240323,77,8239.0
TRX-690400,SI006,13,20240702,41,30709.0
TRX-899397,SI001,15,20240111,12,4188.0
TRX-298927,SI001,8,20241026,75,674250.0
TRX-545653,SI004,6,20241118,67,1202650.0
TRX-330803,SI003,16,20240226,17,4581.5
TRX-447747,SI007,4,20240729,49,440510.0
TRX-703784,SI001,13,20240318,55,41195.0
TRX-978015,SI003,17,20240103,14,121660.0
TRX-587268,SI008,6,20240912,82,1471900.0
TRX-448639,SI004,14,20240319,32,396480.0
TRX-922450,SI004,9,20240430,51,1162290.0
TRX-320239,SI005,10,20231216,66,204600.0
TRX-623802,SI008,16,20240208,69,18595.5
TRX-687321,SI003,7,20240916,38,3914.0
TRX-545523,SI007,17,20241106,55,477950.0
TRX-545793,SI007,15,20240413,94,32806.0
TRX-925243,SI003,11,20240116,11,263890.0
TRX-718311,SI007,11,20240314,96,2303040.0
TRX-912822,SI001,8,20240418,48,431520.0
TRX-185077,SI009,14,20241120,94,1164660.0
TRX-674613,SI003,6,20240312,73,1310350.0
TRX-281136,SI005,15,20240403,28,9772.0
TRX-529719,SI003,10,20240618,75,232500.0
TRX-610919,SI008,10,20240831,15,46500.0
TRX-148404,SI004,8,20241007,53,476470.0
TRX-202423,SI005,10,20240212,46,142600.0
TRX-380268,SI003,13,20231202,10,7490.0
TRX-471766,SI005,8,20240311,49,440510.0
TRX-902909,SI008,9,20240612,96,2187840.0
TRX-935346,SI008,10,20240708,93,288300.0
TRX-568381,SI009,16,20240801,67,18056.5
TRX-783247,SI005,5,20240718,80,1316000.0
TRX-283113,SI001,12,20240326,66,395340.0
TRX-211696,SI008,11,20241006,43,1031570.0
TRX-849619,SI010,5,20240112,52,855400.0
TRX-577615,SI001,1,20231222,28,2996.0
TRX-374221,SI006,12,20240916,35,209650.0
TRX-548511,SI007,13,20240325,2,1498.0
TRX-864844,SI002,6,20241118,57,1023150.0
TRX-382116,SI004,8,20240201,14,125860.0
TRX-186538,SI001,10,20240926,9,27900.0
TRX-499359,SI005,10,20240721,74,229400.0
TRX-356081,SI005,13,20240412,39,29211.0
TRX-619915,SI010,10,20240804,94,291400.0
TRX-158512,SI007,6,20240709,69,1238550.0
TRX-406688,SI001,6,20241114,32,574400.0
TRX-226738,SI008,2,20241005,53,1271470.0
TRX-373531,SI005,7,20241017,80,8240.0
TRX-394477,SI003,9,20240723,66,1504140.0
TRX-254244,SI001,6,20241007,61,1094950.0
TRX-946409,SI005,10,20240823,95,294500.0
TRX-384539,SI010,6,20231222,61,1094950.0
TRX-792748,SI006,11,20240126,34,815660.0
TRX-756620,SI005,17,20231230,38,330220.0
TRX-629658,SI008,17,20240521,50,434500.0
TRX-378982,SI005,12,20240504,95,569050.0
TRX-421764,SI001,5,20240518,82,1348900.0
TRX-669219,SI001,16,20240526,62,16709.0
TRX-743776,SI010,2,20240504,97,2327030.0
TRX-597021,SI006,5,20241122,90,1480500.0
TRX-160886,SI002,14,20240914,96,1189440.0
TRX-481341,SI001,4,20240220,37,332630.0
TRX-619752,SI004,5,20240322,16,263200.0
TRX-811368,SI004,8,20231128,80,719200.0
TRX-549292,SI004,14,20231228,32,396480.0
TRX-112570,SI003,14,20240221,67,830130.0
TRX-232500,SI001,1,20241114,58,6206.0
TRX-729631,SI001,15,20241002,99,34551.0
TRX-452371,SI008,6,20240706,79,1418050.0
TRX-623310,SI008,10,20240311,96,297600.0
TRX-506590,SI006,4,20240310,81,728190.0
TRX-599516,SI004,17,20240222,88,764720.0
TRX-169487,SI004,1,20240213,34,3638.0
TRX-764703,SI003,6,20240703,71,1274450.0
TRX-269980,SI008,6,20241003,75,1346250.0
TRX-688708,SI007,12,20240602,40,239600.0
TRX-175866,SI010,11,20240730,40,959600.0
TRX-601358,SI001,9,20240708,7,159530.0
TRX-945558,SI009,8,20240430,20,179800.0
TRX-794567,SI010,12,20241023,8,47920.0
TRX-398451,SI009,7,20240817,57,5871.0
TRX-386093,SI004,2,20240517,18,431820.0
TRX-200306,SI005,14,20240815,94,1164660.0
TRX-681727,SI001,4,20240316,6,53940.0
TRX-181816,SI007,7,20240601,59,6077.0
TRX-538639,SI002,17,20240329,42,364980.0
TRX-425094,SI001,5,20240328,60,987000.0
TRX-302778,SI005,13,20240302,55,41195.0
TRX-934224,SI004,9,20240721,7,159530.0
TRX-196077,SI009,5,20231216,77,1266650.0
TRX-365422,SI005,11,20240225,32,767680.0
TRX-709153,SI002,3,20240710,7,153930.0
TRX-590126,SI009,15,20240706,33,11517.0
TRX-215568,SI007,1,20240528,72,7704.0
TRX-487458,SI006,1,20240730,47,5029.0
TRX-844403,SI001,15,20240930,12,4188.0
TRX-106468,SI001,15,20240426,100,34900.0
TRX-243728,SI010,14,20240922,81,1003590.0
TRX-815290,SI003,9,20240517,79,1800410.0
TRX-557505,SI002,7,20240722,93,9579.0
TRX-694536,SI008,11,20240218,60,1439400.0
TRX-347926,SI009,3,20240910,95,2089050.0
TRX-764049,SI001,5,20240910,10,164500.0
TRX-809225,SI008,2,20240818,75,1799250.0
TRX-137304,SI005,3,20241120,61,1341390.0
TRX-778822,SI005,13,20240115,3,2247.0
TRX-701254,SI005,15,20240605,28,9772.0
TRX-820103,SI007,12,20241007,79,473210.0
TRX-759895,SI004,1,20231223,86,9202.0
TRX-973048,SI010,15,20241017,48,16752.0
TRX-415160,SI009,6,20240402,31,556450.0
TRX-148955,SI008,13,20240821,13,9737.0
TRX-857143,SI003,5,20240817,75,1233750.0
TRX-384018,SI007,7,20240625,64,6592.0
TRX-291324,SI001,11,20231224,41,983590.0
TRX-327962,SI004,8,20240727,26,233740.0
TRX-632251,SI007,16,20241121,77,20751.5
TRX-644132,SI007,7,20241103,21,2163.0
TRX-158075,SI002,16,20231130,93,25063.5
TRX-156344,SI005,11,20240706,9,215910.0
TRX-343246,SI002,7,20240217,35,3605.0
TRX-385674,SI006,1,20240521,54,5778.0
TRX-768343,SI006,8,20240721,66,593340.0
TRX-514146,SI001,3,20240722,83,1825170.0
TRX-664725,SI008,7,20240115,73,7519.0
TRX-266333,SI009,14,20240127,38,470820.0
TRX-742529,SI009,9,20240226,81,1845990.0
TRX-206240,SI008,11,20231227,2,47980.0
TRX-241964,SI008,2,20240824,33,791670.0
TRX-570723,SI004,2,20240323,92,2207080.0
TRX-343023,SI010,9,20240906,14,319060.0
TRX-875678,SI003,13,20241102,100,74900.0
TRX-472604,SI009,9,20241023,42,957180.0
TRX-363255,SI003,10,20240225,62,192200.0
TRX-233261,SI008,8,20240206,94,845060.0
TRX-815231,SI003,1,20240124,79,8453.0
TRX-984362,SI010,12,20240108,73,437270.0
TRX-903164,SI004,12,20240801,84,503160.0
TRX-825870,SI010,10,20240311,39,120900.0
TRX-416619,SI007,15,20240304,51,17799.0
TRX-457104,SI008,11,20240330,37,887630.0
TRX-535998,SI004,12,20240926,20,119800.0
TRX-963809,SI001,12,20241002,90,539100.0
TRX-181182,SI007,2,20240328,42,1007580.0
TRX-986513,SI007,11,20240806,90,2159100.0
TRX-155087,SI005,2,20240518,72,1727280.0
TRX-793722,SI008,7,20240716,55,5665.0
TRX-527905,SI003,11,20241121,73,1751270.0
TRX-137349,SI009,1,20240314,46,4922.0
TRX-374153,SI005,9,20240329,90,2051100.0
TRX-804843,SI002,4,20240210,42,377580.0
TRX-715137,SI006,12,20240803,25,149750.0
TRX-265046,SI008,1,20240507,10,1070.0
TRX-862666,SI006,14,20241028,33,408870.0
TRX-938391,SI004,1,20240117,74,7918.0
TRX-747242,SI004,11,20240303,70,1679300.0
TRX-217856,SI003,4,20240215,11,98890.0
TRX-814783,SI006,17,20231130,39,338910.0
TRX-754082,SI007,9,20240114,17,387430.0
TRX-665591,SI001,12,20240520,29,173710.0
TRX-442045,SI007,7,20240503,3,309.0
TRX-787794,SI007,6,20231221,9,161550.0
TRX-199020,SI006,16,20240818,77,20751.5
TRX-461719,SI007,15,20240825,25,8725.0
TRX-656982,SI002,9,20240604,13,296270.0
TRX-400862,SI004,9,20231226,31,706490.0
TRX-152713,SI004,11,20231220,94,2255060.0
TRX-858120,SI007,12,20240117,16,95840.0
TRX-778246,SI005,16,20240330,81,21829.5
TRX-540321,SI010,7,20240108,99,10197.0
TRX-751668,SI004,11,20240117,3,71970.0
TRX-828590,SI001,4,20240421,89,800110.0
TRX-346460,SI006,13,20240324,96,71904.0
TRX-665070,SI001,16,20240610,83,22368.5
TRX-494462,SI003,13,20240927,8,5992.0
TRX-693038,SI009,8,20240103,87,782130.0
TRX-337715,SI010,4,20240210,10,89900.0
TRX-990633,SI005,5,20240310,18,296100.0
TRX-757333,SI009,16,20240824,10,2695.0
TRX-972795,SI009,16,20240502,99,26680.5
TRX-163222,SI010,1,20240220,44,4708.0
TRX-333082,SI010,16,20240626,24,6468.0
TRX-737857,SI010,17,20241008,93,808170.0
TRX-419858,SI007,2,20241112,10,239900.0
TRX-735693,SI005,6,20240214,62,1112900.0
TRX-363243,SI003,10,20240131,98,303800.0
TRX-128528,SI007,16,20241002,19,5120.5
TRX-691936,SI001,2,20241013,54,1295460.0
TRX-354936,SI006,8,20240909,6,53940.0
TRX-764642,SI009,8,20240612,8,71920.0
TRX-327846,SI002,6,20231218,80,1436000.0
TRX-972252,SI007,2,20240119,19,455810.0
TRX-736811,SI008,4,20241117,87,782130.0
TRX-470653,SI006,16,20231216,27,7276.5
TRX-205837,SI005,16,20241004,94,25333.0
TRX-237095,SI006,11,20240824,72,1727280.0
TRX-125134,SI002,5,20240106,7,115150.0
TRX-588041,SI002,13,20240331,9,6741.0
TRX-738477,SI009,12,20240216,42,251580.0
TRX-716866,SI008,13,20240902,89,66661.0
TRX-737670,SI001,16,20231203,59,15900.5
TRX-239855,SI008,16,20240221,18,4851.0
TRX-571033,SI004,10,20240711,38,117800.0
TRX-254922,SI010,2,20240201,8,191920.0
TRX-577896,SI007,9,20231223,33,752070.0
TRX-918874,SI008,14,20240512,24,297360.0
TRX-578001,SI003,5,20240623,87,1431150.0
TRX-269706,SI010,7,20240928,69,7107.0
TRX-209965,SI003,1,20241017,95,10165.0
TRX-203316,SI004,9,20240128,72,1640880.0
TRX-329617,SI010,2,20240316,15,359850.0
TRX-569428,SI008,10,20240810,13,40300.0
TRX-166263,SI004,11,20240413,25,599750.0
TRX-519989,SI003,11,20241121,99,2375010.0
TRX-584565,SI006,7,20241121,77,7931.0
TRX-908952,SI006,4,20240308,97,872030.0
TRX-703970,SI009,2,20240814,75,1799250.0
TRX-364695,SI007,9,20240210,37,843230.0
TRX-860494,SI007,2,20240517,39,935610.0
TRX-528354,SI003,11,20231210,57,1367430.0
TRX-175161,SI008,6,20240331,1,17950.0
TRX-811106,SI006,17,20240910,9,78210.0
TRX-283264,SI010,8,20240730,81,728190.0
TRX-648852,SI006,5,20240805,75,1233750.0
TRX-784027,SI009,3,20240812,44,967560.0
TRX-893171,SI009,11,20240820,74,1775260.0
TRX-121054,SI010,15,20231127,8,2792.0
TRX-240986,SI010,11,20240409,95,2279050.0
TRX-740990,SI008,10,20241119,64,198400.0
TRX-929206,SI001,13,20240930,72,53928.0
TRX-757055,SI008,13,20240405,8,5992.0
TRX-343991,SI007,6,20240429,48,861600.0
TRX-785044,SI007,13,20241122,80,59920.0
TRX-701592,SI002,9,20240808,34,774860.0
TRX-900117,SI002,13,20240313,62,46438.0
TRX-556404,SI005,2,20231219,28,671720.0
TRX-841278,SI003,7,20241030,71,7313.0
TRX-466861,SI008,16,20240126,6,1617.0
TRX-348583,SI008,1,20240323,11,1177.0
TRX-406526,SI005,17,20241111,39,338910.0
TRX-231593,SI003,10,20240626,66,204600.0
TRX-240146,SI008,8,20240825,9,80910.0
TRX-351694,SI002,9,20231202,93,2119470.0
TRX-902489,SI010,6,20241022,90,1615500.0
TRX-157620,SI004,2,20240605,51,1223490.0
TRX-718408,SI004,8,20240227,9,80910.0
TRX-548699,SI003,5,20240903,25,411250.0
TRX-676308,SI002,6,20231218,15,269250.0
TRX-320107,SI004,13,20240727,11,8239.0
TRX-392585,SI004,1,20240821,29,3103.0
TRX-726501,SI008,9,20240729,57,1299030.0
TRX-132340,SI002,12,20240307,10,59900.0
TRX-533596,SI009,13,20240306,81,60669.0
TRX-214515,SI010,3,20240107,15,329850.0
TRX-935290,SI007,7,20240909,98,10094.0
TRX-990531,SI008,9,20240521,4,91160.0
TRX-967819,SI009,15,20240717,52,18148.0
TRX-380554,SI001,12,20241014,87,521130.0
TRX-522981,SI007,5,20241005,43,707350.0
TRX-906205,SI008,14,20240205,94,1164660.0
TRX-288237,SI001,6,20240111,83,1489850.0
TRX-833423,SI008,1,20240820,14,1498.0
TRX-370942,SI010,13,20240928,98,73402.0
TRX-831405,SI006,12,20240124,4,23960.0
TRX-283430,SI004,16,20240428,44,11858.0
TRX-205545,SI009,1,20241029,32,3424.0
TRX-877416,SI007,13,20240316,99,74151.0
TRX-503900,SI001,9,20240417,15,341850.0
TRX-125622,SI007,5,20240101,90,1480500.0
TRX-435758,SI003,8,20240211,66,593340.0
TRX-885847,SI004,8,20240519,88,791120.0
TRX-607363,SI002,10,20240514,45,139500.0
TRX-207038,SI006,4,20241023,13,116870.0
TRX-966019,SI009,9,20231128,94,2142260.0
TRX-934639,SI006,1,20240211,19,2033.0
TRX-493663,SI001,11,20240902,54,1295460.0
TRX-264293,SI008,9,20240907,17,387430.0
TRX-502800,SI005,17,20240908,13,112970.0
TRX-799092,SI008,7,20240730,75,7725.0
TRX-841042,SI007,4,20240220,1,8990.0
TRX-769154,SI002,9,20240119,49,1116710.0
TRX-538576,SI007,14,20240420,48,594720.0
TRX-894361,SI002,9,20240525,97,2210630.0
TRX-937148,SI006,14,20240418,20,247800.0
TRX-739628,SI008,17,20240831,54,469260.0
TRX-658627,SI007,13,20240523,46,34454.0
TRX-199684,SI005,3,20240430,46,1011540.0
TRX-205449,SI007,9,20241008,40,911600.0
TRX-264563,SI001,11,20240830,99,2375010.0
TRX-635146,SI003,10,20240305,55,170500.0
TRX-559952,SI007,16,20240526,26,7007.0
TRX-763493,SI003,13,20240105,48,35952.0
TRX-658597,SI007,14,20240224,83,1028370.0
TRX-178061,SI001,13,20240331,39,29211.0
TRX-540098,SI010,7,20240220,68,7004.0
TRX-857040,SI002,7,20240819,85,8755.0
TRX-761102,SI004,14,20240520,21,260190.0
TRX-127242,SI009,7,20241114,11,1133.0
TRX-619145,SI005,2,20240923,15,359850.0
TRX-286973,SI004,12,20240226,60,359400.0
TRX-535113,SI006,3,20240607,40,879600.0
TRX-807284,SI010,9,20240703,79,1800410.0
TRX-781237,SI004,10,20240421,61,189100.0
TRX-398550,SI005,3,20240323,15,329850.0
TRX-755596,SI001,3,20240622,77,1693230.0
TRX-599781,SI010,2,20240802,62,1487380.0
TRX-461349,SI009,2,20241116,36,863640.0
TRX-783963,SI004,13,20240419,8,5992.0
TRX-424872,SI003,15,20240923,19,6631.0
TRX-917097,SI007,6,20240327,40,718000.0
TRX-959800,SI004,11,20241101,68,1631320.0
TRX-696589,SI008,13,20240301,100,74900.0
TRX-544548,SI001,13,20240809,56,41944.0
TRX-171084,SI007,11,20240811,30,719700.0
TRX-842176,SI009,14,20231202,55,681450.0
TRX-551539,SI005,2,20231208,99,2375010.0
TRX-797792,SI010,17,20240513,32,278080.0
TRX-333734,SI009,5,20240507,83,1365350.0
TRX-105227,SI010,4,20240921,15,134850.0
TRX-666114,SI006,16,20240915,59,15900.5
TRX-266269,SI007,3,20240623,79,1737210.0
TRX-593706,SI009,14,20240510,44,545160.0
TRX-795347,SI002,17,20240106,16,139040.0
TRX-366053,SI003,2,20241021,22,527780.0
TRX-313748,SI009,6,20240428,34,610300.0
TRX-447805,SI001,14,20240107,53,656670.0
TRX-384175,SI005,17,20240707,2,17380.0
TRX-322772,SI009,9,20231208,61,1390190.0
TRX-698955,SI004,14,20240509,9,111510.0
TRX-165301,SI009,6,20231218,39,700050.0
TRX-790555,SI003,16,20240226,89,23985.5
TRX-605195,SI007,17,20240520,13,112970.0
TRX-708065,SI001,16,20240618,44,11858.0
TRX-502416,SI002,16,20240305,50,13475.0
TRX-209086,SI007,11,20240102,97,2327030.0
TRX-511859,SI008,12,20240917,39,233610.0
TRX-451561,SI006,5,20231217,66,1085700.0
TRX-850948,SI003,14,20240916,29,359310.0
TRX-811234,SI010,4,20240316,45,404550.0
TRX-881596,SI001,5,20240119,73,1200850.0
TRX-951997,SI007,17,20241101,19,165110.0
TRX-915448,SI001,10,20240412,65,201500.0
TRX-499656,SI001,2,20240724,84,2015160.0
TRX-767846,SI006,1,20241025,19,2033.0
TRX-352443,SI005,16,20231215,82,22099.0
TRX-518810,SI005,9,20241023,9,205110.0
TRX-957350,SI007,14,20241027,43,532770.0
TRX-113416,SI010,17,20231227,61,530090.0
TRX-727308,SI007,10,20240225,100,310000.0
TRX-978596,SI005,6,20240611,96,1723200.0
TRX-924953,SI002,6,20240324,63,1130850.0
TRX-427876,SI003,9,20240516,61,1390190.0
TRX-522046,SI010,14,20240620,93,1152270.0
TRX-582236,SI003,6,20241006,22,394900.0
TRX-379118,SI005,6,20241013,70,1256500.0
TRX-751230,SI008,16,20240125,60,16170.0
TRX-681012,SI007,12,20231210,82,491180.0
TRX-532725,SI008,1,20240518,97,10379.0
TRX-205772,SI003,17,20241026,82,712580.0
TRX-910639,SI007,13,20240328,64,47936.0
TRX-400723,SI003,7,20241027,72,7416.0
TRX-926189,SI006,10,20240719,61,189100.0
TRX-448579,SI008,10,20231208,68,210800.0
TRX-492120,SI010,14,20240222,24,297360.0
TRX-107164,SI003,14,20231231,21,260190.0
TRX-934085,SI008,1,20240710,96,10272.0
TRX-455995,SI007,12,20240131,71,425290.0
TRX-835591,SI005,11,20240221,67,1607330.0
TRX-775614,SI001,10,20240122,63,195300.0
TRX-344326,SI008,17,20240812,6,52140.0
TRX-357991,SI002,5,20240115,7,115150.0
TRX-157432,SI010,10,20240424,58,179800.0
TRX-861728,SI010,11,20231228,56,1343440.0
TRX-305476,SI009,8,20241001,60,539400.0
TRX-676477,SI007,4,20240711,98,881020.0
TRX-786783,SI002,7,20240109,68,7004.0
TRX-126547,SI006,8,20241006,98,881020.0
TRX-433174,SI008,11,20240709,80,1919200.0
TRX-624050,SI007,5,20240114,58,954100.0
TRX-380578,SI005,11,20240318,57,1367430.0
TRX-178367,SI003,3,20240321,4,87960.0
TRX-678694,SI007,16,20240623,33,8893.5
TRX-884314,SI002,3,20231130,57,1253430.0
TRX-959153,SI009,3,20231202,82,1803180.0
TRX-270843,SI003,3,20240106,90,1979100.0
TRX-137398,SI004,16,20240903,79,21290.5
TRX-939410,SI010,5,20231225,55,904750.0
TRX-437922,SI002,11,20240624,12,287880.0
TRX-638271,SI006,5,20240421,42,690900.0
TRX-231208,SI007,10,20240309,5,15500.0
TRX-964443,SI002,3,20240123,22,483780.0
TRX-863703,SI005,12,20241008,62,371380.0
TRX-592056,SI005,16,20240130,10,2695.0
TRX-244396,SI010,12,20240930,85,509150.0
TRX-648903,SI008,9,20240721,52,1185080.0
TRX-375504,SI007,4,20240826,9,80910.0
TRX-172912,SI009,5,20240220,17,279650.0
TRX-329135,SI001,6,20240122,64,1148800.0
TRX-306707,SI009,6,20231212,71,1274450.0
TRX-165297,SI005,14,20240517,83,1028370.0
TRX-603706,SI006,12,20240514,48,287520.0
TRX-940705,SI003,8,20241028,59,530410.0
TRX-211925,SI008,12,20240612,81,485190.0
TRX-948287,SI007,3,20240607,81,1781190.0
TRX-531721,SI006,12,20240831,59,353410.0
TRX-188317,SI005,10,20240705,28,86800.0
TRX-262078,SI010,14,20240624,84,1040760.0
TRX-383084,SI009,10,20240921,64,198400.0
TRX-529955,SI009,6,20240206,56,1005200.0
TRX-327191,SI009,14,20240314,15,185850.0
TRX-831148,SI002,4,20240312,69,620310.0
TRX-920264,SI001,13,20240608,48,35952.0
TRX-657938,SI008,16,20240208,56,15092.0
TRX-948715,SI004,7,20240515,21,2163.0
TRX-899630,SI005,7,20240327,71,7313.0
TRX-285181,SI007,3,20240424,20,439800.0
TRX-761985,SI008,14,20240525,93,1152270.0
TRX-705734,SI010,2,20240408,40,959600.0
TRX-760098,SI005,11,20240829,87,2087130.0
TRX-244022,SI010,4,20231224,3,26970.0
TRX-748872,SI010,13,20241005,1,749.0
TRX-216614,SI006,2,20240522,70,1679300.0
TRX-450931,SI007,11,20240326,19,455810.0
TRX-261213,SI009,4,20240208,97,872030.0
TRX-608158,SI004,16,20240523,56,15092.0
TRX-148183,SI004,15,20240629,84,29316.0
TRX-401006,SI002,8,20240406,92,827080.0
TRX-694149,SI005,3,20240515,70,1539300.0
TRX-318470,SI009,3,20240411,23,505770.0
TRX-378739,SI002,3,20241020,71,1561290.0
TRX-850980,SI008,10,20240926,82,254200.0
TRX-783288,SI005,11,20240813,13,311870.0
TRX-668333,SI008,1,20240811,60,6420.0
TRX-162664,SI008,12,20240109,97,581030.0
TRX-126861,SI006,8,20240916,93,836070.0
TRX-348159,SI007,1,20240714,50,5350.0
TRX-663978,SI009,10,20240312,28,86800.0
TRX-111026,SI004,13,20240716,10,7490.0
TRX-287199,SI001,4,20240613,84,755160.0
TRX-788456,SI005,10,20240109,52,161200.0
TRX-542208,SI004,9,20240819,9,205110.0
TRX-338483,SI008,8,20240321,56,503440.0
TRX-687650,SI006,8,20240714,45,404550.0
TRX-281699,SI003,17,20240102,63,547470.0
TRX-808921,SI006,8,20240311,74,665260.0
TRX-391081,SI005,5,20240422,82,1348900.0
TRX-270287,SI001,16,20240522,35,9432.5
TRX-470761,SI009,12,20240303,94,563060.0
TRX-330417,SI007,8,20240419,12,107880.0
TRX-904183,SI009,6,20240122,100,1795000.0
TRX-507233,SI007,3,20241023,62,1363380.0
TRX-150378,SI001,9,20231209,36,820440.0
TRX-617949,SI009,3,20241005,17,373830.0
TRX-855667,SI005,11,20240623,2,47980.0
TRX-208354,SI003,4,20240328,24,215760.0
TRX-335840,SI009,11,20240825,71,1703290.0
TRX-264875,SI010,11,20240119,9,215910.0
TRX-695571,SI004,15,20240408,65,22685.0
TRX-556678,SI006,3,20240714,43,945570.0
TRX-863669,SI003,17,20240920,62,538780.0
TRX-932034,SI008,8,20240413,60,539400.0
TRX-802356,SI010,7,20240509,48,4944.0
TRX-988154,SI002,17,20240403,22,191180.0
TRX-372912,SI004,13,20241017,52,38948.0
TRX-347389,SI008,12,20241003,64,383360.0
TRX-661748,SI007,3,20241113,10,219900.0
TRX-110992,SI007,2,20240823,69,1655310.0
TRX-969260,SI003,16,20241108,50,13475.0
TRX-345885,SI001,10,20240527,67,207700.0
TRX-305945,SI001,4,20240407,16,143840.0
TRX-959763,SI009,12,20231225,44,263560.0
TRX-815564,SI002,3,20240415,4,87960.0
TRX-897599,SI003,15,20240331,17,5933.0
TRX-443164,SI002,3,20240815,84,1847160.0
TRX-724834,SI010,11,20240829,38,911620.0
TRX-257856,SI006,16,20240718,21,5659.5
TRX-110981,SI004,10,20240605,30,93000.0
TRX-570041,SI001,15,20241111,68,23732.0
TRX-162677,SI010,9,20240818,88,2005520.0
TRX-260596,SI006,10,20240401,26,80600.0
TRX-370225,SI009,15,20241112,5,1745.0
TRX-704866,SI009,13,20240711,1,749.0
TRX-450390,SI003,5,20241117,63,1036350.0
TRX-568576,SI003,3,20240726,70,1539300.0
TRX-674246,SI006,15,20231123,100,34900.0
TRX-972638,SI006,11,20240426,73,1751270.0
TRX-318619,SI007,3,20240920,4,87960.0
TRX-913735,SI008,12,20240107,72,431280.0
TRX-774347,SI004,14,20240605,76,941640.0
